Timestamp,ID,Date,Day,GoToSlp,Getup,Duration,Com,Quality,Reason,BreakfastTime,Breakfast,MorningSnack,LunchTime,Lunch,AfternoonSnack,DinnerTime,Dinner,EveningSnack,MorningAct,AfternoonAct,EveningAct
11/3/16 13:16,30,11/3/16,Friday,23:56:00,8:28:00,8:32:00,No,4,,9:09:00,"Sandwich (if you eat this composite dish also choose the components inside), Dairy products (milk, cheese, butter, etc.)","Sweet food (cookie, cakes, chocolate, sugar, etc.)",12:05:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products",Nuts,19:10:00,Sandwich (if you eat this composite dish also choose the components inside),Nuts,Work/study,Work/study,Work/study
11/3/16 13:17,2,11/3/16,Friday,1:30:00,7:00:00,5:30:00,No,1,"worried and tired, no enough sleep",9:45:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.)",,12:06:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Fruit products_(including juice), Meat products, Caffeine drink (including coffee, tea, cola)",,18:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products",,"Work/study, Social activities (party, communication with people more than 20 mins)",Work/study,"Entertainment/relax (rest, watch TV or movies, play games, etc.)"
11/3/16 13:27,21,11/3/16,Friday,0:00:00,7:15:00,7:15:00,Yes,4,,9:00:00,"Fruit products (including juice), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)",,13:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",18:30:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Meat products, Caffeine drink (including coffee, tea, cola)","Potato products (potato, chip, fries), Alcohol drink (including beer, wine)","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study","Bike (as a transportation), Sport (workout, cycling, swimming, etc.)"
11/3/16 14:04,6,11/3/16,Friday,3:10:00,8:05:00,4:55:00,No,1,I am worried about my project and too hot in my room,8:50:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)",,12:10:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Seafood",,18:10:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products",,"Drive or take bus/car/train, Work/study",Work/study,"Drive or take bus/car/train, Work/study"
11/3/16 17:23,29,11/3/16,Friday,23:28:00,7:30:00,8:02:00,No,4,I caught a cold,11:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",,13:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Meat products","Dairy products (milk, cheese, butter, etc.)",19:45:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Meat products",,"Drive or take bus/car/train, Work/study","Work/study, Walk with colleagues","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
12/3/16 0:12,24,11/3/16,Friday,1:10:00,8:15:00,7:05:00,No,3,,8:35:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.)","Sweet food (cookie, cakes, chocolate, sugar, etc.)",12:05:00,"Potato products (potato, chip, fries)","Potato products (potato, chip, fries)",18:12:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.)","Grain products (rice, noodles, bread, pizza, pasta, etc.)",Work/study,Work/study,Work/study
12/3/16 7:39,11,12/3/16,Saturday,23:00:00,7:00:00,8:00:00,No,4,,7:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Meat products, Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products, Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",17:01:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Fruit products_(including juice), Meat products","Caffeine drink (including coffee, tea, cola)","Bike (as a transportation), Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)","Walk (as a transportation or shopping), Bike (as a transportation), Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
12/3/16 9:30,21,12/3/16,Saturday,1:30:00,9:15:00,7:45:00,Yes,4,,8:00:00,"Fruit products (including juice), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",13:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Meat products","Caffeine drink (including coffee, tea, cola)",,"Grain products (rice, noodles, bread, pizza, pasta, etc.)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Alcohol drink (including beer, wine)","Bike (as a transportation), Work/study",Work/study,"Entertainment/relax (rest, watch TV or movies, play games, etc.)"
12/3/16 10:05,25,12/3/16,Saturday,0:15:00,8:15:00,8:00:00,Yes,5,,6:50:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",12:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",18:00:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)","Drive or take bus/car/train, Work/study","Drive or take bus/car/train, Work/study","Walk (as a transportation or shopping), Entertainment/relax (rest, watch TV or movies, play games, etc.)"
12/3/16 10:13,16,12/3/16,Saturday,23:00:00,9:00:00,10:00:00,Yes,4,,9:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.)","Nuts, Caffeine drink (including coffee, tea, cola)",13:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products, Caffeine drink (including coffee, tea, cola)",Nuts,17:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.)","Sweet food (cookie, cakes, chocolate, sugar, etc.)",,Walk (as a transportation or shopping),"Sport (workout, cycling, swimming, etc.)"
12/3/16 11:01,4,12/3/16,Saturday,21:00:00,8:00:00,11:00:00,No,2,neighbors smoking crack,8:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.)",,13:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Dairy products (milk, cheese, butter, etc.), Meat products",,18:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Meat products, Caffeine drink (including coffee, tea, cola)",,Bike (as a transportation),Work/study,"Bike (as a transportation), Sport (workout, cycling, swimming, etc.)"
12/3/16 11:11,1,12/3/16,Saturday,1:10:00,11:00:00,9:50:00,No,3,,9:10:00,"Vegetables (including salad, beans)","Fruit products (including juice), Dairy products (milk, cheese, butter, etc.), Nuts, Caffeine drink (including coffee, tea, cola)",12:10:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products","Sweet food (cookie, cakes, chocolate, sugar, etc.), Nuts, Caffeine drink (including coffee, tea, cola)",18:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Seafood","Alcohol drink (including beer, wine)","Drive or take bus/car/train, Work/study","Drive or take bus/car/train, Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.), Social activities (party, communication with people more than 20 mins)"
12/3/16 11:39,17,12/3/16,Saturday,23:30:00,9:00:00,9:30:00,Yes,4,,6:00:00,Fruit products (including juice),"Caffeine drink (including coffee, tea, cola)",11:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products","Caffeine drink (including coffee, tea, cola)",19:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Vegetables (including salad, beans), Fruit products_(including juice), Meat products, Egg prodcuts, Caffeine drink (including coffee, tea, cola)",,"Drive or take bus/car/train, Work/study",Work/study,"Entertainment/relax (rest, watch TV or movies, play games, etc.)"
12/3/16 12:28,8,12/3/16,Saturday,23:00:00,12:00:00,13:00:00,Yes,5,,7:00:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)",,11:45:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans), Seafood, Caffeine drink (including coffee, tea, cola)",,20:00:00,"Vegetables (including salad, beans), Meat products",,"Bike (as a transportation), Work/study",Work/study,"Walk (as a transportation or shopping), Social activities (party, communication with people more than 20 mins)"
12/3/16 12:31,22,12/3/16,Saturday,3:30:00,11:50:00,8:20:00,No,4,,7:00:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)",,12:10:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products","Sweet food (cookie, cakes, chocolate, sugar, etc.), Alcohol drink (including beer, wine)",20:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Fruit products_(including juice), Dairy products (milk, cheese, butter, etc.), Nuts, Seafood, Meat products, Egg prodcuts",,"Bike (as a transportation), Work/study","Bike (as a transportation), Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)","Walk (as a transportation or shopping), Bike (as a transportation), Social activities (party, communication with people more than 20 mins)"
12/3/16 12:37,3,12/3/16,Saturday,0:30:00,9:15:00,8:45:00,Yes,4,,8:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",12:15:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)","Fruit products_(including juice), Caffeine drink (including coffee, tea, cola)",19:45:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Meat products","Sweet food (cookie, cakes, chocolate, sugar, etc.), Alcohol drink (including beer, wine)","Bike (as a transportation), Work/study","Walk (as a transportation or shopping), Work/study","Drive or take bus/car/train, Bike (as a transportation), Social activities (party, communication with people more than 20 mins)"
12/3/16 13:04,28,12/3/16,Saturday,4:40:00,13:00:00,8:20:00,No,4,,7:20:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",12:15:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products","Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Meat products",20:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Fruit products_(including juice), Seafood, Meat products, Caffeine drink (including coffee, tea, cola)","Alcohol drink (including beer, wine)","Drive or take bus/car/train, Work/study","Drive or take bus/car/train, Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)","Social activities (party, communication with people more than 20 mins)"
12/3/16 13:08,2,12/3/16,Saturday,1:30:00,10:00:00,8:30:00,No,3,because I want to pee in the morning while I am sleeping,9:45:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.)",,12:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Fruit products_(including juice), Meat products",,18:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Seafood, Meat products, Egg prodcuts","Alcohol drink (including beer, wine)","Drive or take bus/car/train, Work/study","Drive or take bus/car/train, Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.), Social activities (party, communication with people more than 20 mins)"
12/3/16 13:15,12,12/3/16,Saturday,23:50:00,9:12:00,9:22:00,No,4,,8:55:00,"Fruit products (including juice), Caffeine drink (including coffee, tea, cola)",,12:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products",,19:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Meat products, Egg prodcuts",,Work/study,Work/study,"Entertainment/relax (rest, watch TV or movies, play games, etc.), Social activities (party, communication with people more than 20 mins)"
